University Name,LOGO,University Detail 
Hokkaido University,http://www.shanghairanking.com/_uni/logo/0ed9be4d1.png,http://www.shanghairanking.com/institution/hokkaido-university
Hunan University,http://www.shanghairanking.com/_uni/logo/79015808.png,http://www.shanghairanking.com/institution/hunan-university
Jiangsu University,http://www.shanghairanking.com/_uni/logo/28154997.png,http://www.shanghairanking.com/institution/jiangsu-university
Karlsruhe Institute of Technology (KIT),http://www.shanghairanking.com/_uni/logo/673bb8044.png,http://www.shanghairanking.com/institution/karlsruhe-institute-of-technology-kit
King Abdullah University of Science and Technology,http://www.shanghairanking.com/_uni/logo/aebd2c07c.png,http://www.shanghairanking.com/institution/king-abdullah-university-of-science-and-technology
Korea Advanced Institute of Science and Technology,http://www.shanghairanking.com/_uni/logo/8f3ceaab6.png,http://www.shanghairanking.com/institution/korea-advanced-institute-of-science-and-technology
Korea University,http://www.shanghairanking.com/_uni/logo/8310aa48b.png,http://www.shanghairanking.com/institution/korea-university
KTH Royal Institute of Technology,http://www.shanghairanking.com/_uni/logo/2f5376155.png,http://www.shanghairanking.com/institution/kth-royal-institute-of-technology
La Trobe University,http://www.shanghairanking.com/_uni/logo/8bd69d24a.png,http://www.shanghairanking.com/institution/la-trobe-university
Maastricht University,http://www.shanghairanking.com/_uni/logo/92916ebea.png,http://www.shanghairanking.com/institution/maastricht-university
Macquarie University,http://www.shanghairanking.com/_uni/logo/b9794c3ca.png,http://www.shanghairanking.com/institution/macquarie-university
Medical University of Vienna,http://www.shanghairanking.com/_uni/logo/8c654cbfd.png,http://www.shanghairanking.com/institution/medical-university-of-vienna
Nanjing Medical University,http://www.shanghairanking.com/_uni/logo/76762015.png,http://www.shanghairanking.com/institution/nanjing-medical-university
Nankai University,http://www.shanghairanking.com/_uni/logo/44629152.png,http://www.shanghairanking.com/institution/nankai-university
National Autonomous University of Mexico,http://www.shanghairanking.com/_uni/logo/22d59f1cc.png,http://www.shanghairanking.com/institution/national-autonomous-university-of-mexico
National Taiwan University,http://www.shanghairanking.com/_uni/logo/075ca4af3.png,http://www.shanghairanking.com/institution/national-taiwan-university
Newcastle University,http://www.shanghairanking.com/_uni/logo-jpg/0503dcf9e00.jpg,http://www.shanghairanking.com/institution/newcastle-university
North Carolina State University - Raleigh,http://www.shanghairanking.com/_uni/logo/1df34c570.png,http://www.shanghairanking.com/institution/north-carolina-state-university-raleigh
Northeastern University (Boston),http://www.shanghairanking.com/_uni/logo/ba7ef1f93.png,http://www.shanghairanking.com/institution/northeastern-university-boston
Oregon Health and Science University,http://www.shanghairanking.com/_uni/logo/e0d414de9.png,http://www.shanghairanking.com/institution/oregon-health-and-science-university
Oregon State University,http://www.shanghairanking.com/_uni/logo/5f1862f7c.png,http://www.shanghairanking.com/institution/oregon-state-university
Paul Sabatier University (Toulouse 3),http://www.shanghairanking.com/_uni/logo/0e606f4e4.png,http://www.shanghairanking.com/institution/paul-sabatier-university-toulouse-3
Polytechnic University of Milan,http://www.shanghairanking.com/_uni/logo/84ea078dc.png,http://www.shanghairanking.com/institution/polytechnic-university-of-milan
Queen Mary University of London,http://www.shanghairanking.com/_uni/logo/7aaa63173.png,http://www.shanghairanking.com/institution/queen-mary-university-of-london
Queen's University,http://www.shanghairanking.com/_uni/logo/cf8e155e5.png,http://www.shanghairanking.com/institution/queens-university
Queensland University of Technology,http://www.shanghairanking.com/_uni/logo/1bf5888c9.png,http://www.shanghairanking.com/institution/queensland-university-of-technology
RWTH Aachen University,http://www.shanghairanking.com/_uni/logo/577d10b40.png,http://www.shanghairanking.com/institution/rwth-aachen-university
Shanghai University,http://www.shanghairanking.com/_uni/logo/94139385.png,http://www.shanghairanking.com/institution/shanghai-university
Shenzhen University,http://www.shanghairanking.com/_uni/logo/88823168.png,http://www.shanghairanking.com/institution/shenzhen-university
Sungkyunkwan University,http://www.shanghairanking.com/_uni/logo/13a2c1830.png,http://www.shanghairanking.com/institution/sungkyunkwan-university
Swinburne University of Technology,http://www.shanghairanking.com/_uni/logo/7399ab511.png,http://www.shanghairanking.com/institution/swinburne-university-of-technology
The George Washington University,http://www.shanghairanking.com/_uni/logo/cb85da2ec.png,http://www.shanghairanking.com/institution/the-george-washington-university
The University of Auckland,http://www.shanghairanking.com/_uni/logo/05b4edbf7.png,http://www.shanghairanking.com/institution/the-university-of-auckland
TU Dresden,http://www.shanghairanking.com/_uni/logo-jpg/fce781c0600.jpg,http://www.shanghairanking.com/institution/tu-dresden
Ulsan National Institute of Science and Technology,http://www.shanghairanking.com/_uni/logo-jpg/e95f5525700.jpg,http://www.shanghairanking.com/institution/ulsan-national-institute-of-science-and-technology
University of Aberdeen,http://www.shanghairanking.com/_uni/logo/0717053d3.png,http://www.shanghairanking.com/institution/university-of-aberdeen
University of Antwerp,http://www.shanghairanking.com/_uni/logo/9bd98c131.png,http://www.shanghairanking.com/institution/university-of-antwerp
University of Bologna,http://www.shanghairanking.com/_uni/logo/05d515e2f.png,http://www.shanghairanking.com/institution/university-of-bologna
University of Bordeaux,http://www.shanghairanking.com/_uni/logo/31283162c.png,http://www.shanghairanking.com/institution/university-of-bordeaux
University of Buenos Aires,http://www.shanghairanking.com/_uni/logo/3ec293867.png,http://www.shanghairanking.com/institution/university-of-buenos-aires
"University of California, Riverside",http://www.shanghairanking.com/_uni/logo/5f4516909.png,http://www.shanghairanking.com/institution/university-of-california-riverside
University of Cape Town,http://www.shanghairanking.com/_uni/logo/232448cdc.png,http://www.shanghairanking.com/institution/university-of-cape-town
University of Colorado at Denver,http://www.shanghairanking.com/_uni/logo/69b80bb67.png,http://www.shanghairanking.com/institution/university-of-colorado-at-denver
University of Delaware,http://www.shanghairanking.com/_uni/logo/0837d432d.png,http://www.shanghairanking.com/institution/university-of-delaware
University of East Anglia,http://www.shanghairanking.com/_uni/logo/651b3ae7e.png,http://www.shanghairanking.com/institution/university-of-east-anglia
University of Erlangen-Nuremberg,http://www.shanghairanking.com/_uni/logo/afb3d8190.png,http://www.shanghairanking.com/institution/university-of-erlangen-nuremberg
University of Granada,http://www.shanghairanking.com/_uni/logo/ae3e5b29e.png,http://www.shanghairanking.com/institution/university-of-granada
University of Hamburg,http://www.shanghairanking.com/_uni/logo/1f501fa40.png,http://www.shanghairanking.com/institution/university-of-hamburg
University of Houston,http://www.shanghairanking.com/_uni/logo/b1fdf2977.png,http://www.shanghairanking.com/institution/university-of-houston
University of Iowa,http://www.shanghairanking.com/_uni/logo/64ddaf953.png,http://www.shanghairanking.com/institution/university-of-iowa
University of Kansas,http://www.shanghairanking.com/_uni/logo/bd525bf4e.png,http://www.shanghairanking.com/institution/university-of-kansas
University of Kiel,http://www.shanghairanking.com/_uni/logo/0247385d2.png,http://www.shanghairanking.com/institution/university-of-kiel
University of Leipzig,http://www.shanghairanking.com/_uni/logo/95371c744.png,http://www.shanghairanking.com/institution/university-of-leipzig
University of Lisbon,http://www.shanghairanking.com/_uni/logo/5be973b27.png,http://www.shanghairanking.com/institution/university-of-lisbon
University of Lorraine,http://www.shanghairanking.com/_uni/logo/0f0c19e32.png,http://www.shanghairanking.com/institution/university-of-lorraine
University of Mainz,http://www.shanghairanking.com/_uni/logo/44fd66a86.png,http://www.shanghairanking.com/institution/university-of-mainz
University of Manitoba,http://www.shanghairanking.com/_uni/logo/b66139813.png,http://www.shanghairanking.com/institution/university-of-manitoba
University of Massachusetts Medical School - Worcester,http://www.shanghairanking.com/_uni/logo/c2a3365ca.png,http://www.shanghairanking.com/institution/university-of-massachusetts-medical-school-worcester
University of Miami,http://www.shanghairanking.com/_uni/logo/bbb3b957a.png,http://www.shanghairanking.com/institution/university-of-miami
University of Missouri - Columbia,http://www.shanghairanking.com/_uni/logo/84de5e5b1.png,http://www.shanghairanking.com/institution/university-of-missouri-columbia
University of Muenster,http://www.shanghairanking.com/_uni/logo-jpg/99b87390900.jpg,http://www.shanghairanking.com/institution/university-of-muenster
University of Naples Federico II,http://www.shanghairanking.com/_uni/logo/05e74c379.png,http://www.shanghairanking.com/institution/university-of-naples-federico-ii
University of Nebraska - Lincoln,http://www.shanghairanking.com/_uni/logo/49b53c7ad.png,http://www.shanghairanking.com/institution/university-of-nebraska-lincoln
University of Ottawa,http://www.shanghairanking.com/_uni/logo/eaae11f5f.png,http://www.shanghairanking.com/institution/university-of-ottawa
University of Porto,http://www.shanghairanking.com/_uni/logo-jpg/d9082956b00.jpg,http://www.shanghairanking.com/institution/university-of-porto
University of Science and Technology Beijing,http://www.shanghairanking.com/_uni/logo/96310183.png,http://www.shanghairanking.com/institution/university-of-science-and-technology-beijing
University of South Florida,http://www.shanghairanking.com/_uni/logo/5a874adcf.png,http://www.shanghairanking.com/institution/university-of-south-florida
University of Southern Denmark,http://www.shanghairanking.com/_uni/logo/8c66c5a09.png,http://www.shanghairanking.com/institution/university-of-southern-denmark
University of Tasmania,http://www.shanghairanking.com/_uni/logo/543d80c32.png,http://www.shanghairanking.com/institution/university-of-tasmania
University of Technology Sydney,http://www.shanghairanking.com/_uni/logo/1778c7bfd.png,http://www.shanghairanking.com/institution/university-of-technology-sydney
University of Tennessee - Knoxville,http://www.shanghairanking.com/_uni/logo/27a58d8fe.png,http://www.shanghairanking.com/institution/university-of-tennessee-knoxville
University of Tsukuba,http://www.shanghairanking.com/_uni/logo/a1d685faa.png,http://www.shanghairanking.com/institution/university-of-tsukuba
University of Turin,http://www.shanghairanking.com/_uni/logo/1d6abed85.png,http://www.shanghairanking.com/institution/university-of-turin
University of Valencia,http://www.shanghairanking.com/_uni/logo/6353e32c9.png,http://www.shanghairanking.com/institution/university-of-valencia
University of Virginia,http://www.shanghairanking.com/_uni/logo/3d702cdba.png,http://www.shanghairanking.com/institution/university-of-virginia
University of Wollongong,http://www.shanghairanking.com/_uni/logo/60cbe9b79.png,http://www.shanghairanking.com/institution/university-of-wollongong
University of Wuerzburg,http://www.shanghairanking.com/_uni/logo/90768ed0f.png,http://www.shanghairanking.com/institution/university-of-wuerzburg
Virginia Commonwealth University,http://www.shanghairanking.com/_uni/logo/060382474.png,http://www.shanghairanking.com/institution/virginia-commonwealth-university
Virginia Polytechnic Institute and State University,http://www.shanghairanking.com/_uni/logo/e010632dd.png,http://www.shanghairanking.com/institution/virginia-polytechnic-institute-and-state-university
Western University,http://www.shanghairanking.com/_uni/logo/c29ef8efe.png,http://www.shanghairanking.com/institution/western-university
Yonsei University,http://www.shanghairanking.com/_uni/logo/9aca43746.png,http://www.shanghairanking.com/institution/yonsei-university
Zhengzhou University,http://www.shanghairanking.com/_uni/logo/68963418.png,http://www.shanghairanking.com/institution/zhengzhou-university
Aalborg University,http://www.shanghairanking.com/_uni/logo/9da905b7f.png,http://www.shanghairanking.com/institution/aalborg-university
Aalto University,http://www.shanghairanking.com/_uni/logo/699336500.png,http://www.shanghairanking.com/institution/aalto-university
Albert Einstein College of Medicine,http://www.shanghairanking.com/_uni/logo/e113afb1b.png,http://www.shanghairanking.com/institution/albert-einstein-college-of-medicine
Autonomous University of Madrid,http://www.shanghairanking.com/_uni/logo/1ae8d6f97.png,http://www.shanghairanking.com/institution/autonomous-university-of-madrid
Bar-Ilan University,http://www.shanghairanking.com/_uni/logo/ecb97f756.png,http://www.shanghairanking.com/institution/bar-ilan-university
Beijing University of Chemical Technology,http://www.shanghairanking.com/_uni/logo/46052210.png,http://www.shanghairanking.com/institution/beijing-university-of-chemical-technology
Brandeis University,http://www.shanghairanking.com/_uni/logo/c824fcc8e.png,http://www.shanghairanking.com/institution/brandeis-university
Cairo University,http://www.shanghairanking.com/_uni/logo/881613d6a.png,http://www.shanghairanking.com/institution/cairo-university
Capital Medical University,http://www.shanghairanking.com/_uni/logo/63885672.png,http://www.shanghairanking.com/institution/capital-medical-university
Catholic University of the Sacred Heart,http://www.shanghairanking.com/_uni/logo/f49b8c396.png,http://www.shanghairanking.com/institution/catholic-university-of-the-sacred-heart
Charles University in Prague,http://www.shanghairanking.com/_uni/logo/b21d1a50b.png,http://www.shanghairanking.com/institution/charles-university-in-prague
China University of Geosciences (Wuhan),http://www.shanghairanking.com/_uni/logo/25952542.png,http://www.shanghairanking.com/institution/china-university-of-geosciences-wuhan
Peking Union Medical College,http://www.shanghairanking.com/_uni/logo/81176996.png,http://www.shanghairanking.com/institution/peking-union-medical-college
Dalhousie University,http://www.shanghairanking.com/_uni/logo/3cae36dc6.png,http://www.shanghairanking.com/institution/dalhousie-university
Dartmouth College,http://www.shanghairanking.com/_uni/logo/cd738deeb.png,http://www.shanghairanking.com/institution/dartmouth-college
Drexel University,http://www.shanghairanking.com/_uni/logo/7dddd2afc.png,http://www.shanghairanking.com/institution/drexel-university
Durham University,http://www.shanghairanking.com/_uni/logo/110e53af0.png,http://www.shanghairanking.com/institution/durham-university
East China University of Science and Technology,http://www.shanghairanking.com/_uni/logo/93042584.png,http://www.shanghairanking.com/institution/east-china-university-of-science-and-technology
Ecole Normale Superieure - Lyon,http://www.shanghairanking.com/_uni/logo/1499c2d6e.png,http://www.shanghairanking.com/institution/ecole-normale-superieure-lyon
Eindhoven University of Technology,http://www.shanghairanking.com/_uni/logo-jpg/0b4b50b9c00.jpg,http://www.shanghairanking.com/institution/eindhoven-university-of-technology
Fuzhou University,http://www.shanghairanking.com/_uni/logo/77372849.png,http://www.shanghairanking.com/institution/fuzhou-university
Heinrich Heine University Duesseldorf,http://www.shanghairanking.com/_uni/logo/23cac266a.png,http://www.shanghairanking.com/institution/heinrich-heine-university-duesseldorf
Huazhong Agricultural University,http://www.shanghairanking.com/_uni/logo/20950268.png,http://www.shanghairanking.com/institution/huazhong-agricultural-university
Indian Institute of Science,http://www.shanghairanking.com/_uni/logo/f973a1877.png,http://www.shanghairanking.com/institution/indian-institute-of-science
Indiana University-Purdue University at Indianapolis,http://www.shanghairanking.com/_uni/logo/0d566a3be.png,http://www.shanghairanking.com/institution/indiana-university-purdue-university-at-indianapolis
Institut Polytechnique de Paris,http://www.shanghairanking.com/_uni/logo/0d30b2a30.png,http://www.shanghairanking.com/institution/institut-polytechnique-de-paris
James Cook University,http://www.shanghairanking.com/_uni/logo/78cde8bfd.png,http://www.shanghairanking.com/institution/james-cook-university
Jinan University,http://www.shanghairanking.com/_uni/logo/78175531.png,http://www.shanghairanking.com/institution/jinan-university
Keio University,http://www.shanghairanking.com/_uni/logo-jpg/dc415a48e00.jpg,http://www.shanghairanking.com/institution/keio-university
Kyushu University,http://www.shanghairanking.com/_uni/logo/d57292828.png,http://www.shanghairanking.com/institution/kyushu-university
Lancaster University,http://www.shanghairanking.com/_uni/logo/e4c52cb63.png,http://www.shanghairanking.com/institution/lancaster-university
Lanzhou University,http://www.shanghairanking.com/_uni/logo/84317715.png,http://www.shanghairanking.com/institution/lanzhou-university
Laval University,http://www.shanghairanking.com/_uni/logo/2a9c8ff20.png,http://www.shanghairanking.com/institution/laval-university
Linkoping University,http://www.shanghairanking.com/_uni/logo/7648d845d.png,http://www.shanghairanking.com/institution/linkoping-university
Nanchang University,http://www.shanghairanking.com/_uni/logo/25119833.png,http://www.shanghairanking.com/institution/nanchang-university
Nanjing Agricultural University,http://www.shanghairanking.com/_uni/logo/43891811.png,http://www.shanghairanking.com/institution/nanjing-agricultural-university
NanJing Tech University,http://www.shanghairanking.com/_uni/logo/18208126.png,http://www.shanghairanking.com/institution/nanjing-tech-university
Nanjing University of Aeronautics and Astronautics,http://www.shanghairanking.com/_uni/logo-jpg/4506696400.jpg,http://www.shanghairanking.com/institution/nanjing-university-of-aeronautics-and-astronautics
Nanjing University of Science and Technology,http://www.shanghairanking.com/_uni/logo/38974419.png,http://www.shanghairanking.com/institution/nanjing-university-of-science-and-technology
National and Kapodistrian University of Athens,http://www.shanghairanking.com/_uni/logo/95cce01c7.png,http://www.shanghairanking.com/institution/national-and-kapodistrian-university-of-athens
National Cheng Kung University,http://www.shanghairanking.com/_uni/logo/9b8894137.png,http://www.shanghairanking.com/institution/national-cheng-kung-university-ncku
Northeastern University (Shenyang),http://www.shanghairanking.com/_uni/logo/79513869.png,http://www.shanghairanking.com/institution/northeastern-university-shenyang
Ocean University of China,http://www.shanghairanking.com/_uni/logo/53553512.png,http://www.shanghairanking.com/institution/ocean-university-of-china
Pohang University of Science and Technology,http://www.shanghairanking.com/_uni/logo/a66a338cc.png,http://www.shanghairanking.com/institution/pohang-university-of-science-and-technology
Pompeu Fabra University,http://www.shanghairanking.com/_uni/logo-jpg/36552d92b00.jpg,http://www.shanghairanking.com/institution/pompeu-fabra-university
Queen's University Belfast,http://www.shanghairanking.com/_uni/logo/fae80f932.png,http://www.shanghairanking.com/institution/queens-university-belfast
RMIT University,http://www.shanghairanking.com/_uni/logo/a48f6656e.png,http://www.shanghairanking.com/institution/rmit-university
Saint Petersburg State University,http://www.shanghairanking.com/_uni/logo-jpg/2b28ec0e900.jpg,http://www.shanghairanking.com/institution/saint-petersburg-state-university
ShanghaiTech University,http://www.shanghairanking.com/_uni/logo/46886554.png,http://www.shanghairanking.com/institution/shanghaitech-university
Simon Fraser University,http://www.shanghairanking.com/_uni/logo/adfc503d5.png,http://www.shanghairanking.com/institution/simon-fraser-university
Stony Brook University,http://www.shanghairanking.com/_uni/logo/38db338eb.png,http://www.shanghairanking.com/institution/stony-brook-university
Swedish University of Agricultural Sciences,http://www.shanghairanking.com/_uni/logo/e61844540.png,http://www.shanghairanking.com/institution/swedish-university-of-agricultural-sciences
Technical University of Berlin,http://www.shanghairanking.com/_uni/logo/e480d3fd9.png,http://www.shanghairanking.com/institution/technical-university-of-berlin
The Hong Kong University of Science and Technology,http://www.shanghairanking.com/_uni/logo/1869ca1ad.png,http://www.shanghairanking.com/institution/the-hong-kong-university-of-science-and-technology
The University of Dundee,http://www.shanghairanking.com/_uni/logo/c0cd8c2bb.png,http://www.shanghairanking.com/institution/the-university-of-dundee
The University of Georgia,http://www.shanghairanking.com/_uni/logo/4cb4fc994.png,http://www.shanghairanking.com/institution/the-university-of-georgia
"The University of Newcastle, Australia",http://www.shanghairanking.com/_uni/logo/b2f27bb6a.png,http://www.shanghairanking.com/institution/the-university-of-newcastle-australia
The University of Reading,http://www.shanghairanking.com/_uni/logo/2bfe83c14.png,http://www.shanghairanking.com/institution/the-university-of-reading
The University of Texas at Dallas,http://www.shanghairanking.com/_uni/logo/f4bd79613.png,http://www.shanghairanking.com/institution/the-university-of-texas-at-dallas
The University of Texas Health Science Center at Houston,http://www.shanghairanking.com/_uni/logo-jpg/cceffd11c00.jpg,http://www.shanghairanking.com/institution/the-university-of-texas-health-science-center-at-houston
"University at Buffalo, the State University of New York",http://www.shanghairanking.com/_uni/logo/7a306da0a.png,http://www.shanghairanking.com/institution/university-at-buffalo-the-state-university-of-new-york
University College Cork,http://www.shanghairanking.com/_uni/logo/83ad263de.png,http://www.shanghairanking.com/institution/university-college-cork
University College Dublin,http://www.shanghairanking.com/_uni/logo/6b943a3b2.png,http://www.shanghairanking.com/institution/university-college-dublin
University of Alabama at Birmingham,http://www.shanghairanking.com/_uni/logo/bd261e772.png,http://www.shanghairanking.com/institution/university-of-alabama-at-birmingham
University of Bergen,http://www.shanghairanking.com/_uni/logo/3c273bc4e.png,http://www.shanghairanking.com/institution/university-of-bergen
University of Bochum,http://www.shanghairanking.com/_uni/logo/5ff18ee82.png,http://www.shanghairanking.com/institution/university-of-bochum
University of Campinas,http://www.shanghairanking.com/_uni/logo/aa0513029.png,http://www.shanghairanking.com/institution/university-of-campinas
University of Central Florida,http://www.shanghairanking.com/_uni/logo/813d8d7eb.png,http://www.shanghairanking.com/institution/university-of-central-florida
University of Cincinnati,http://www.shanghairanking.com/_uni/logo/c5bf6b999.png,http://www.shanghairanking.com/institution/university-of-cincinnati
University of Connecticut,http://www.shanghairanking.com/_uni/logo/4e4033592.png,http://www.shanghairanking.com/institution/university-of-connecticut
University of Duisburg-Essen,http://www.shanghairanking.com/_uni/logo/ba06426ae.png,http://www.shanghairanking.com/institution/university-of-duisburg-essen-1
University of Florence,http://www.shanghairanking.com/_uni/logo/ffc7827db.png,http://www.shanghairanking.com/institution/university-of-florence
University of Hawaii at Manoa,http://www.shanghairanking.com/_uni/logo/71999f015.png,http://www.shanghairanking.com/institution/university-of-hawaii-at-manoa
University of Illinois at Chicago,http://www.shanghairanking.com/_uni/logo/a3459f50d.png,http://www.shanghairanking.com/institution/university-of-illinois-at-chicago
University of Innsbruck,http://www.shanghairanking.com/_uni/logo/28dbaa74d.png,http://www.shanghairanking.com/institution/university-of-innsbruck
University of Kentucky,http://www.shanghairanking.com/_uni/logo/7db3d518b.png,http://www.shanghairanking.com/institution/university-of-kentucky
University of Leicester,http://www.shanghairanking.com/_uni/logo/33601d56d.png,http://www.shanghairanking.com/institution/university-of-leicester
University of Liege,http://www.shanghairanking.com/_uni/logo/9d643c9ae.png,http://www.shanghairanking.com/institution/university-of-liege
University of Lille,http://www.shanghairanking.com/_uni/logo/fdd86a6b1.png,http://www.shanghairanking.com/institution/university-of-lille
University of Malaya,http://www.shanghairanking.com/_uni/logo/baa2b4f77.png,http://www.shanghairanking.com/institution/university-of-malaya
"University of Maryland, Baltimore",http://www.shanghairanking.com/_uni/logo/a3b6c7955.png,http://www.shanghairanking.com/institution/university-of-maryland-baltimore
University of Milano-Bicocca,http://www.shanghairanking.com/_uni/logo-jpg/b412ab39400.jpg,http://www.shanghairanking.com/institution/university-of-milano-bicocca
University of Notre Dame,http://www.shanghairanking.com/_uni/logo/11b8029f6.png,http://www.shanghairanking.com/institution/university-of-notre-dame
University of Oregon,http://www.shanghairanking.com/_uni/logo/87932f968.png,http://www.shanghairanking.com/institution/university-of-oregon
University of Otago,http://www.shanghairanking.com/_uni/logo-jpg/872fa062700.jpg,http://www.shanghairanking.com/institution/university-of-otago
University of Saskatchewan,http://www.shanghairanking.com/_uni/logo/23b948bb0.png,http://www.shanghairanking.com/institution/university-of-saskatchewan
University of St Andrews,http://www.shanghairanking.com/_uni/logo/761c4f7b4.png,http://www.shanghairanking.com/institution/university-of-st-andrews
University of Stuttgart,http://www.shanghairanking.com/_uni/logo/ec2ed2a28.png,http://www.shanghairanking.com/institution/university-of-stuttgart
University of Surrey,http://www.shanghairanking.com/_uni/logo/bacc77614.png,http://www.shanghairanking.com/institution/university-of-surrey
University of Tehran,http://www.shanghairanking.com/_uni/logo/d58a4ccbc.png,http://www.shanghairanking.com/institution/university-of-tehran
University of the Basque Country,http://www.shanghairanking.com/_uni/logo/11b34e191.png,http://www.shanghairanking.com/institution/university-of-the-basque-country
University of the Witwatersrand,http://www.shanghairanking.com/_uni/logo-jpg/945a175ff00.jpg,http://www.shanghairanking.com/institution/university-of-the-witwatersrand
University of Toulouse 1,http://www.shanghairanking.com/_uni/logo/6da0d7101.png,http://www.shanghairanking.com/institution/university-of-toulouse-1
University of Ulm,http://www.shanghairanking.com/_uni/logo/73fcbe7b7.png,http://www.shanghairanking.com/institution/university-of-ulm
University of Victoria,http://www.shanghairanking.com/_uni/logo/68a72b0ef.png,http://www.shanghairanking.com/institution/university-of-victoria
Vienna University of Technology,http://www.shanghairanking.com/_uni/logo/bf088949a.png,http://www.shanghairanking.com/institution/vienna-university-of-technology
Vrije Universiteit Brussel (VUB),http://www.shanghairanking.com/_uni/logo/de2977e90.png,http://www.shanghairanking.com/institution/vrije-universiteit-brussel-vub
Washington State University,http://www.shanghairanking.com/_uni/logo/c0ee3c39e.png,http://www.shanghairanking.com/institution/washington-state-university
Western Sydney University,http://www.shanghairanking.com/_uni/logo/eeb85af2c.png,http://www.shanghairanking.com/institution/western-sydney-university
Wuhan University of Technology,http://www.shanghairanking.com/_uni/logo/16563358.png,http://www.shanghairanking.com/institution/wuhan-university-of-technology
Beijing University of Technology,http://www.shanghairanking.com/_uni/logo/10211810.png,http://www.shanghairanking.com/institution/beijing-university-of-technology
Ben-Gurion University of the Negev,http://www.shanghairanking.com/_uni/logo/5daae2575.png,http://www.shanghairanking.com/institution/ben-gurion-university-of-the-negev
Boston College,http://www.shanghairanking.com/_uni/logo/cb78bc576.png,http://www.shanghairanking.com/institution/boston-college
Brigham Young University,http://www.shanghairanking.com/_uni/logo/02ae869f0.png,http://www.shanghairanking.com/institution/brigham-young-university
Chalmers University of Technology,http://www.shanghairanking.com/_uni/logo/9ded22865.png,http://www.shanghairanking.com/institution/chalmers-university-of-technology
Chang Gung University,http://www.shanghairanking.com/_uni/logo/5972c7637.png,http://www.shanghairanking.com/institution/chang-gung-university
China University of Geosciences (Beijing),http://www.shanghairanking.com/_uni/logo/21004246.png,http://www.shanghairanking.com/institution/china-university-of-geosciences-beijing
China University of Mining and Technology - Xuzhou,http://www.shanghairanking.com/_uni/logo/15914272.png,http://www.shanghairanking.com/institution/china-university-of-mining-and-technology-xuzhou
China University of Petroleum (Huadong),http://www.shanghairanking.com/_uni/logo/92620812.png,http://www.shanghairanking.com/institution/china-university-of-petroleum-huadong
CUNY Graduate School and University Center,http://www.shanghairanking.com/_uni/logo/cb7b39c18.png,http://www.shanghairanking.com/institution/cuny-graduate-school-and-university-center
Federal University of Minas Gerais,http://www.shanghairanking.com/_uni/logo/7d91c3f4e.png,http://www.shanghairanking.com/institution/federal-university-of-minas-gerais
Federal University of Rio de Janeiro,http://www.shanghairanking.com/_uni/logo/c7c76aed0.png,http://www.shanghairanking.com/institution/federal-university-of-rio-de-janeiro
Federal University of Rio Grande do Sul,http://www.shanghairanking.com/_uni/logo/92d197a14.png,http://www.shanghairanking.com/institution/federal-university-of-rio-grande-do-sul
Flinders University,http://www.shanghairanking.com/_uni/logo/50d276a09.png,http://www.shanghairanking.com/institution/flinders-university
Florida International University,http://www.shanghairanking.com/_uni/logo/e03b0bdc8.png,http://www.shanghairanking.com/institution/florida-international-university
Georgetown University,http://www.shanghairanking.com/_uni/logo/5c9d5401d.png,http://www.shanghairanking.com/institution/georgetown-university
Guangdong University of Technology,http://www.shanghairanking.com/_uni/logo/47705257.png,http://www.shanghairanking.com/institution/guangdong-university-of-technology
Hannover Medical School,http://www.shanghairanking.com/_uni/logo-jpg/8ca7c1eca00.jpg,http://www.shanghairanking.com/institution/hannover-medical-school
Hiroshima University,http://www.shanghairanking.com/_uni/logo-jpg/f1e5ef22b00.jpg,http://www.shanghairanking.com/institution/hiroshima-university
Humanitas University,http://www.shanghairanking.com/_uni/logo/a7b8b673b.png,http://www.shanghairanking.com/institution/humanitas-university
Istanbul University,http://www.shanghairanking.com/_uni/logo/3405657ab.png,http://www.shanghairanking.com/institution/istanbul-university
Jagiellonian University,http://www.shanghairanking.com/_uni/logo/9d54e81f7.png,http://www.shanghairanking.com/institution/jagiellonian-university
Jiangnan University,http://www.shanghairanking.com/_uni/logo/92884896.png,http://www.shanghairanking.com/institution/jiangnan-university
King Fahd University of Petroleum & Minerals,http://www.shanghairanking.com/_uni/logo/d59953db0.png,http://www.shanghairanking.com/institution/king-fahd-university-of-petroleum-minerals
Kobe University,http://www.shanghairanking.com/_uni/logo/63bcf75c6.png,http://www.shanghairanking.com/institution/kobe-university
Kyung Hee University,http://www.shanghairanking.com/_uni/logo/4143a0002.png,http://www.shanghairanking.com/institution/kyung-hee-university
Kyungpook National University,http://www.shanghairanking.com/_uni/logo-jpg/e8991aa3200.jpg,http://www.shanghairanking.com/institution/kyungpook-national-university
Louisiana State University - Baton Rouge,http://www.shanghairanking.com/_uni/logo/12298bd99.png,http://www.shanghairanking.com/institution/louisiana-state-university-baton-rouge
Masaryk University,http://www.shanghairanking.com/_uni/logo/bb938252e.png,http://www.shanghairanking.com/institution/masaryk-university
Medical University of Innsbruck,http://www.shanghairanking.com/_uni/logo/4b24413e0.png,http://www.shanghairanking.com/institution/medical-university-of-innsbruck
Medical University of South Carolina,http://www.shanghairanking.com/_uni/logo/34694e611.png,http://www.shanghairanking.com/institution/medical-university-of-south-carolina
